"announced","budget","coinvestigators","contest","descriptors","duration","panel","start"
"2016-09-15","1488500","7","OPUS","NZ3_8","36","NZ3","2017-09-28"
"2016-09-15","1061800","3","OPUS","NZ3_1|NZ1_2|NZ5_3","36","NZ3","2017-07-25"
"2016-09-15","798650","9","OPUS","NZ3_2|NZ3_7","36","NZ3","2017-08-09"
"2016-09-15","633600","4","OPUS","NZ3_1|NZ3_2|NZ3_7","36","NZ3","2017-07-18"
"2016-09-15","2085031","5","OPUS","NZ3_6","36","NZ3","2017-09-01"
"2016-09-15","847100","7","OPUS","NZ3_11","36","NZ3","2017-08-29"
"2016-09-15","1340150","6","OPUS","NZ3_1","36","NZ3","2017-10-02"
"2016-09-15","1737300","5","OPUS","NZ3_8|NZ3_1","36","NZ3","2017-08-17"
"2016-09-15","1631250","8","OPUS","NZ3_1|NZ3_7","36","NZ3","2017-09-28"
"2016-09-15","1542039","7","OPUS","NZ4_12","36","NZ4","2017-08-04"
"2016-09-15","1011050","5","OPUS","ST4_3|NZ4_5|NZ5_5","36","NZ4","2017-08-04"
"2016-09-15","854951","4","OPUS","NZ4_9|HS6_1","36","NZ4","2017-07-19"
"2016-09-15","1210500","5","OPUS","NZ4_6|NZ4_2","36","NZ4","2017-08-24"
"2016-09-15","1102805","7","OPUS","NZ3_2|NZ4_4|NZ3_1","36","NZ4","2017-08-09"
"2016-09-15","882000","4","OPUS","NZ4_7|NZ4_4","36","NZ4","2017-09-13"
"2016-09-15","1089200","6","OPUS","NZ4_7","36","NZ4","2017-07-27"
"2016-09-15","836400","3","OPUS","NZ4_4|NZ5_7","36","NZ4","2017-08-24"
"2016-09-15","795756","4","OPUS","NZ2_2|NZ4_11|NZ4_6","36","NZ4","2017-08-24"
"2016-09-15","997250","7","OPUS","NZ4_11|NZ5_3|NZ1_2","36","NZ4","2017-08-03"
"2016-09-15","1496300","7","OPUS","NZ2_3|NZ4_5|NZ5_3","36","NZ4","2017-08-30"
"2016-09-15","851500","5","OPUS","NZ5_3|NZ3_1|NZ4_4","36","NZ5","2017-07-17"
"2016-09-15","192000","6","OPUS","NZ5_3|NZ5_5|NZ2_1","36","NZ5","2017-07-18"
"2016-09-15","1015300","5","OPUS","NZ5_1|NZ5_3|NZ5_5","36","NZ5","2017-07-04"
"2016-09-15","1892169","4","OPUS","NZ5_4","36","NZ5","2017-08-10"
"2016-09-15","1735600","4","OPUS","NZ5_3|NZ5_5|NZ5_7","36","NZ5","2017-08-04"
"2016-09-15","1450180","6","OPUS","NZ5_3|NZ5_1","36","NZ5","2017-07-17"
"2016-09-15","1335840","5","OPUS","NZ5_7","36","NZ5","2017-10-01"
"2016-09-15","1015564","4","OPUS","NZ5_5|NZ5_7|NZ5_9","36","NZ5","2017-10-01"
"2016-09-15","1651770","4","OPUS","NZ5_7","36","NZ5","2017-08-01"
"2016-09-15","1058600","4","OPUS","NZ5_1","36","NZ5","2017-07-14"
"2016-09-15","1370050","7","OPUS","NZ5_3|NZ5_7|NZ2_1","36","NZ5","2017-08-04"
"2016-09-15","788340","6","OPUS","NZ5_3","36","NZ5","2017-07-18"
"2016-09-15","1194500","8","OPUS","NZ5_3|NZ5_5|NZ2_2","36","NZ5","2017-09-04"
"2016-09-15","1885870","8","OPUS","NZ5_7","36","NZ5","2017-08-11"
"2016-09-15","1536900","8","OPUS","NZ5_5|NZ5_9","36","NZ5","2017-08-11"
"2016-09-15","541000","7","OPUS","NZ5_7|NZ2_1","36","NZ5","2017-07-18"
"2016-09-15","845800","6","OPUS","NZ6_4|NZ1_10|NZ6_8","36","NZ6","2017-07-27"
"2016-09-15","1225900","4","OPUS","NZ6_1|NZ6_4|NZ6_2","36","NZ6","2017-08-09"
"2016-09-15","1265000","6","OPUS","NZ6_7|NZ1_10|NZ1_2","36","NZ6","2017-07-25"
"2016-09-15","1528300","7","OPUS","NZ6_2|NZ6_5|NZ6_1","36","NZ6","2017-08-29"
"2016-09-15","1688480","4","OPUS","NZ5_7|NZ6_1|NZ3_7","36","NZ6","2017-07-10"
"2016-09-15","677560","5","OPUS","NZ6_5","36","NZ6","2017-07-10"
"2016-09-15","1385050","3","OPUS","NZ6_4|ST5_11|NZ6_8","36","NZ6","2017-07-20"
"2016-09-15","1596600","7","OPUS","NZ6_1|NZ6_2|NZ6_8","36","NZ6","2017-08-29"
"2016-09-15","1300390","6","OPUS","NZ6_8|NZ6_1","36","NZ6","2017-07-18"
"2016-09-15","766584","4","OPUS","NZ6_1|NZ6_2|NZ6_5","36","NZ6","2017-07-14"
"2016-09-15","1767635","6","OPUS","NZ6_1|NZ5_7|NZ6_3","36","NZ6","2017-07-14"
"2016-09-15","683480","3","OPUS","NZ5_7|NZ6_6","36","NZ6","2017-09-13"
"2016-09-15","632100","7","OPUS","NZ7_14|NZ4_6|NZ7_12","36","NZ7","2017-07-14"
"2016-09-15","937600","7","OPUS","NZ7_14","36","NZ7","2017-07-25"
"2016-09-15","1649791","5","OPUS","NZ7_12|NZ7_4","36","NZ7","2017-08-03"
"2016-09-15","1257100","6","OPUS","NZ7_12|NZ7_16","36","NZ7","2017-08-03"
"2016-09-15","943050","8","OPUS","NZ7_14|NZ6_7","36","NZ7","2017-07-04"
"2016-09-15","978200","6","OPUS","NZ7_14|NZ7_16","36","NZ7","2017-07-25"
"2016-09-15","1774199","7","OPUS","NZ7_15|ST5_10|NZ1_9","36","NZ7","2017-07-03"
"2016-09-15","1282075","8","OPUS","NZ7_15|NZ6_3","36","NZ7","2017-09-14"
"2016-09-15","1290799","6","OPUS","NZ7_14","36","NZ7","2017-07-26"
"2016-09-15","791900","8","OPUS","NZ7_4|NZ7_14|ST5_16","36","NZ7","2017-07-25"
"2016-09-15","1447468","18","OPUS","NZ7_12","36","NZ7","2017-08-03"
"2016-09-15","872560","6","OPUS","NZ1_2|NZ7_14","36","NZ7","2017-09-06"
"2016-09-15","672690","8","OPUS","NZ7_14","36","NZ7","2017-09-06"
"2016-09-15","671600","4","OPUS","NZ7_14","36","NZ7","2017-10-02"
"2016-09-15","722100","13","OPUS","NZ7_7","36","NZ7","2017-10-09"
"2016-09-15","1343220","7","OPUS","NZ3_1|NZ7_14|NZ7_15","36","NZ7","2017-10-02"
"2016-09-15","1590900","3","OPUS","NZ7_14","36","NZ7","2017-09-29"
"2016-09-15","678042","5","OPUS","NZ7_14|NZ2_4|NZ8_10","24","NZ7","2017-08-03"
"2016-09-15","1124900","4","OPUS","NZ7_16","36","NZ7","2017-08-04"
"2016-09-15","867682","3","OPUS","NZ7_14|NZ7_12|NZ7_4","36","NZ7","2017-08-10"
"2016-09-15","955156","8","OPUS","NZ8_2|NZ8_4","36","NZ8","2017-09-06"
"2016-09-15","668290","11","OPUS","NZ8_7|NZ8_2","36","NZ8","2017-09-07"
"2016-09-15","1286320","9","OPUS","NZ8_1|NZ8_9","36","NZ8","2017-08-17"
"2016-09-15","626000","6","OPUS","NZ8_2|NZ8_3|NZ8_7","36","NZ8","2017-07-11"
"2016-09-15","422890","6","OPUS","NZ8_1|NZ8_8|NZ8_10","36","NZ8","2017-10-09"
"2016-09-15","474631","6","OPUS","NZ8_11|NZ8_8|NZ8_2","36","NZ8","2017-07-14"
"2016-09-15","619600","2","OPUS","NZ8_1|NZ8_3|NZ8_2","36","NZ8","2017-07-11"
"2016-09-15","1598400","10","OPUS","NZ8_1|NZ4_3|NZ2_2","36","NZ8","2017-07-14"
"2016-09-15","448200","3","OPUS","NZ8_4|NZ8_5|NZ8_2","36","NZ8","2017-07-13"
"2016-09-15","776560","2","OPUS","NZ8_4","36","NZ8","2017-08-09"
"2016-09-15","936550","14","OPUS","NZ8_10|NZ8_1|NZ8_12","36","NZ8","2017-08-02"
"2016-09-15","670493","5","OPUS","NZ8_2|NZ8_9|NZ6_5","36","NZ8","2017-07-06"
"2016-09-15","723500","4","OPUS","NZ8_2|NZ8_3|NZ8_9","36","NZ8","2017-07-12"
"2016-09-15","793339","6","OPUS","NZ8_2|NZ8_6|ST10_11","36","NZ8","2017-08-24"
"2016-09-15","842200","3","OPUS","NZ8_1|NZ8_3","36","NZ8","2017-07-06"
"2016-09-15","794640","5","OPUS","NZ8_13","36","NZ8","2017-08-02"
"2016-09-15","796283","4","OPUS","NZ9_1|NZ9_13","36","NZ9","2017-07-03"
"2016-09-15","698200","7","OPUS","NZ9_9|NZ9_1|NZ9_8","36","NZ9","2017-07-27"
"2016-09-15","929065","5","OPUS","NZ9_13","36","NZ9","2017-07-14"
"2016-09-15","1300347","7","OPUS","NZ9_1|NZ9_13","36","NZ9","2017-09-29"
"2016-09-15","1076200","6","OPUS","NZ9_6|NZ9_13","36","NZ9","2017-07-05"
"2016-09-15","522548","9","OPUS","NZ9_7","36","NZ9","2017-08-25"
"2016-09-15","637565","4","OPUS","NZ9_11|NZ4_2|NZ9_10","36","NZ9","2017-07-17"
"2016-09-15","611060","5","OPUS","NZ9_7|NZ9_9","36","NZ9","2017-07-13"
"2016-09-15","975450","7","OPUS","NZ9_1|NZ9_13","36","NZ9","2017-07-26"
"2016-09-15","1174700","6","OPUS","NZ9_13|NZ2_2|NZ2_4","36","NZ9","2017-07-03"
"2016-09-15","797300","4","OPUS","NZ9_13|NZ9_9|NZ9_8","36","NZ9","2017-07-05"
"2016-09-15","659250","5","OPUS","NZ9_7","36","NZ9","2017-08-04"
"2016-09-15","949000","6","OPUS","NZ9_8|NZ1_10|NZ9_9","36","NZ9","2017-08-04"
"2016-09-15","695200","5","OPUS","NZ9_6","36","NZ9","2017-06-28"
"2016-09-15","1049030","6","OPUS","NZ9_1|NZ9_8|NZ9_9","36","NZ9","2017-10-02"
"2016-09-15","993500","6","OPUS","NZ9_2","36","NZ9","2017-07-18"
"2016-09-15","1349180","14","OPUS","NZ9_2","36","NZ9","2017-08-04"
"2016-09-15","791500","7","OPUS","NZ9_1|NZ4_2|NZ9_13","36","NZ9","2017-07-12"
"2016-09-15","999000","5","OPUS","NZ9_13","36","NZ9","2017-10-31"
"2016-09-15","1418618","11","OPUS","NZ9_1|NZ9_13","36","NZ9","2017-09-06"
"2016-09-15","788780","6","OPUS","NZ9_7|ST4_3","36","NZ9","2017-07-25"
"2016-09-15","490281","10","OPUS","NZ9_6|NZ9_12","36","NZ9","2017-09-06"
"2016-09-15","700000","8","OPUS","NZ9_7|NZ9_13","36","NZ9","2017-08-04"
"2016-09-15","809720","7","OPUS","NZ9_8|NZ9_9|ST8_1","36","NZ9","2017-08-10"
"2016-09-15","374400","4","OPUS","ST1_17|ST1_18","36","ST1","2017-07-26"
"2016-09-15","505150","6","OPUS","ST1_11|ST1_8|ST1_18","36","ST1","2017-07-18"
"2016-09-15","542150","4","OPUS","ST1_13|ST1_18","36","ST1","2017-07-18"
"2016-09-15","280400","3","OPUS","ST1_17|ST1_13|ST1_18","36","ST1","2017-06-27"
"2016-09-15","195850","3","OPUS","ST1_13|ST1_12|ST1_18","36","ST1","2017-07-24"
"2016-09-15","249600","3","OPUS","ST1_2","36","ST1","2017-07-18"
"2016-09-15","356000","5","OPUS","ST1_13|ST1_11","36","ST1","2017-08-29"
"2016-09-15","373800","3","OPUS","ST1_5|ST1_6","36","ST1","2017-07-24"
"2016-09-15","471300","4","OPUS","ST1_13|ST1_11","36","ST1","2017-08-09"
"2016-09-15","657540","6","OPUS","ST10_1|ST10_2","24","ST10","2017-09-29"
"2016-09-15","418828","9","OPUS","ST10_15|ST10_16|NZ8_5","36","ST10","2017-07-17"
"2016-09-15","431587","10","OPUS","ST10_4|ST10_5|ST10_13","36","ST10","2017-07-20"
"2016-09-15","552900","3","OPUS","ST10_5","36","ST10","2017-07-17"
"2016-09-15","608200","6","OPUS","ST10_10","36","ST10","2017-09-01"
"2016-09-15","663019","3","OPUS","ST10_8|ST10_4|ST10_15","36","ST10","2017-07-17"
"2016-09-15","788263","5","OPUS","ST10_7|ST10_6|ST10_10","36","ST10","2017-07-03"
"2016-09-15","495170","4","OPUS","ST10_14|ST10_13|ST10_7","36","ST10","2017-08-17"
"2016-09-15","539000","8","OPUS","ST10_12","36","ST10","2017-07-20"
"2016-09-15","557877","6","OPUS","ST10_7","36","ST10","2017-08-17"
"2016-09-15","692470","6","OPUS","ST10_8|ST10_15|ST10_4","36","ST10","2017-07-20"
"2016-09-15","355842","3","OPUS","ST10_1|ST10_2","36","ST10","2017-08-30"
"2016-09-15","531700","7","OPUS","ST10_6|ST10_5","36","ST10","2017-07-20"
"2016-09-15","475360","3","OPUS","ST10_5|ST10_6|ST10_4","36","ST10","2017-08-09"
"2016-09-15","973000","3","OPUS","ST10_4|ST10_5|ST10_2","36","ST10","2017-08-30"
"2016-09-15","449465","5","OPUS","ST10_5|ST10_14","36","ST10","2017-08-09"
"2016-09-15","313680","3","OPUS","ST10_8|ST10_15","36","ST10","2017-08-09"
"2016-09-15","662100","10","OPUS","ST10_1|ST10_4|ST10_13","36","ST10","2017-08-24"
"2016-09-15","602550","8","OPUS","ST10_14|ST10_4|ST3_11","36","ST10","2017-10-11"
"2016-09-15","695946","9","OPUS","ST10_3|ST10_8|HS2_8","36","ST10","2017-07-27"
"2016-09-15","649487","4","OPUS","ST10_12|ST10_16|ST10_13","36","ST10","2017-10-09"
"2016-09-15","547600","4","OPUS","ST10_2|ST10_1","24","ST10","2017-07-18"
"2016-09-15","448695","4","OPUS","ST10_3","36","ST10","2017-07-17"
"2016-09-15","212130","4","OPUS","ST10_8|ST10_15","24","ST10","2017-08-10"
"2016-09-15","647400","4","OPUS","ST2_2","36","ST2","2017-07-04"
"2016-09-15","335440","6","OPUS","ST2_1|ST2_2|ST2_3","36","ST2","2017-07-04"
"2016-09-15","696200","4","OPUS","ST2_2|ST2_3","36","ST2","2017-07-05"
"2016-09-15","653700","2","OPUS","ST9_11|ST2_4","36","ST2","2017-10-16"
"2016-09-15","225000","5","OPUS","ST2_1","24","ST2","2017-07-14"
"2016-09-15","636928","4","OPUS","ST2_5|ST2_9|ST2_16","36","ST2","2017-08-16"
"2016-09-15","677950","5","OPUS","ST2_8","36","ST2","2017-07-18"
"2016-09-15","482980","4","OPUS","ST2_3|ST2_2|ST2_1","36","ST2","2017-07-05"
"2016-09-15","802555","7","OPUS","ST2_2|ST2_1","36","ST2","2017-07-18"
"2016-09-15","433719","5","OPUS","ST2_1|ST2_2|ST2_3","12","ST2","2017-07-28"
"2016-09-15","669200","4","OPUS","ST2_3|ST3_8","36","ST2","2017-07-18"
"2016-09-15","806500","7","OPUS","ST2_3","36","ST2","2017-07-05"
"2016-09-15","390000","4","OPUS","ST2_2|ST2_1","36","ST2","2017-07-19"
"2016-09-15","743040","5","OPUS","ST2_14|ST2_15","36","ST2","2017-08-24"
"2016-09-15","598050","6","OPUS","ST3_17|ST3_5","36","ST3","2017-07-19"
"2016-09-15","384800","3","OPUS","ST3_7|ST3_10|ST3_12","36","ST3","2017-07-27"
"2016-09-15","510200","5","OPUS","ST3_11|ST3_8|ST3_13","36","ST3","2017-07-19"
"2016-09-15","989000","11","OPUS","ST3_11|ST3_5","36","ST3","2017-07-19"
"2016-09-15","809900","7","OPUS","ST3_5|ST3_12|ST3_7","36","ST3","2017-07-28"
"2016-09-15","326510","3","OPUS","ST2_15|ST3_17|ST4_5","36","ST3","2017-08-02"
"2016-09-15","363690","4","OPUS","ST3_18|ST2_7","36","ST3","2017-07-20"
"2016-09-15","1526182","9","OPUS","ST3_10|ST3_11|ST3_12","36","ST3","2017-08-24"
"2016-09-15","428700","3","OPUS","ST3_13","36","ST3","2017-07-19"
"2016-09-15","1063400","7","OPUS","ST3_7|ST3_12","36","ST3","2017-07-27"
"2016-09-15","824230","5","OPUS","ST3_12|ST3_10|ST3_5","36","ST3","2017-08-24"
"2016-09-15","671580","4","OPUS","ST3_1|ST3_5|ST3_12","36","ST3","2017-07-27"
"2016-09-15","498000","5","OPUS","ST3_5|ST3_7","36","ST3","2017-07-27"
"2016-09-15","1339600","5","OPUS","ST3_5","36","ST3","2017-07-19"
"2016-09-15","1159500","5","OPUS","ST3_14|ST3_15|ST3_10","36","ST3","2017-07-27"
"2016-09-15","618540","11","OPUS","ST4_3|ST4_8","36","ST4","2017-07-10"
"2016-09-15","220560","4","OPUS","ST4_1|ST4_15|ST4_13","36","ST4","2017-07-28"
"2016-09-15","883599","6","OPUS","ST4_15|ST4_12|ST5_6","36","ST4","2017-07-14"
"2016-09-15","644900","6","OPUS","ST4_6|ST4_8","36","ST4","2017-08-02"
"2016-09-15","1239900","6","OPUS","ST4_3|NZ1_3|ST4_13","36","ST4","2017-10-02"
"2016-09-15","1332600","9","OPUS","ST4_6|NZ5_5|ST5_23","36","ST4","2017-08-16"
"2016-09-15","268800","4","OPUS","ST4_15|ST4_17","36","ST4","2017-07-17"
"2016-09-15","240800","3","OPUS","ST4_15","24","ST4","2017-07-14"
"2016-09-15","726600","4","OPUS","ST4_15|ST4_13|ST4_4","36","ST4","2017-07-28"
"2016-09-15","480400","6","OPUS","ST4_15|ST2_7","36","ST4","2017-08-09"
"2016-09-15","1108450","3","OPUS","ST4_13|ST4_3|ST5_4","36","ST4","2017-08-09"
"2016-09-15","634500","4","OPUS","ST4_15","36","ST4","2017-07-17"
"2016-09-15","955230","6","OPUS","ST4_14|ST5_3|ST4_12","36","ST4","2017-08-24"
"2016-09-15","473940","3","OPUS","ST4_9|ST4_6|ST4_13","36","ST4","2017-08-30"
"2016-09-15","988850","9","OPUS","ST4_6|ST4_8","36","ST4","2017-08-30"
"2016-09-15","785000","8","OPUS","ST4_15|ST4_7|ST2_7","36","ST4","2017-08-02"
"2016-09-15","697100","5","OPUS","ST4_1|ST4_17","36","ST4","2017-07-10"
"2016-09-15","165580","2","OPUS","NZ1_3|ST4_13|ST6_12","24","ST4","2017-08-30"
"2016-09-15","924420","5","OPUS","ST4_5","36","ST4","2017-07-17"
"2016-09-15","766750","5","OPUS","ST5_6|ST5_8|ST5_18","36","ST5","2017-07-19"
"2016-09-15","605222","12","OPUS","ST5_7","36","ST5","2017-07-18"
"2016-09-15","1590400","10","OPUS","ST5_14|ST5_23|ST5_9","36","ST5","2017-07-19"
"2016-09-15","870500","8","OPUS","ST5_18|ST5_23|ST5_14","36","ST5","2017-07-03"
"2016-09-15","984470","10","OPUS","ST5_18|ST5_8|ST5_20","36","ST5","2017-07-04"
"2016-09-15","1090000","5","OPUS","ST5_6|ST5_8|ST5_3","36","ST5","2017-07-07"
"2016-09-15","409300","5","OPUS","ST5_18|ST5_6|ST5_19","36","ST5","2017-07-04"
"2016-09-15","429494","4","OPUS","ST5_6|ST5_10|ST5_19","36","ST5","2017-07-05"
"2016-09-15","996000","5","OPUS","ST5_10|ST4_9|ST5_9","36","ST5","2017-07-18"
"2016-09-15","819740","9","OPUS","ST5_8|ST5_18|ST5_25","36","ST5","2017-08-10"
"2016-09-15","1459900","6","OPUS","ST5_12|ST5_23|ST5_14","36","ST5","2017-07-28"
"2016-09-15","1046200","7","OPUS","ST5_6|ST5_8|ST5_22","36","ST5","2017-07-17"
"2016-09-15","1253520","4","OPUS","ST5_23","36","ST5","2017-07-28"
"2016-09-15","1019720","8","OPUS","ST5_1|ST5_8","36","ST5","2017-07-14"
"2016-09-15","1561000","5","OPUS","NZ1_3|ST5_14|ST5_16","36","ST5","2017-07-18"
"2016-09-15","744500","3","OPUS","ST5_23|ST5_25","36","ST5","2017-07-18"
"2016-09-15","1102450","4","OPUS","ST5_21","36","ST5","2017-09-04"
"2016-09-15","1124000","14","OPUS","ST5_11|NZ7_12|NZ6_4","36","ST5","2017-08-10"
"2016-09-15","1878000","9","OPUS","ST5_2|ST5_19|ST5_25","36","ST5","2017-07-19"
"2016-09-15","848000","4","OPUS","ST5_4|ST5_10|ST5_8","36","ST5","2017-09-29"
"2016-09-15","1037760","11","OPUS","ST5_3|ST5_4|ST5_19","36","ST5","2017-07-04"
"2016-09-15","1194980","14","OPUS","ST5_16","36","ST5","2017-09-06"
"2016-09-15","588600","2","OPUS","ST5_23|ST5_4","24","ST5","2017-10-01"
"2016-09-15","1296160","5","OPUS","ST5_22|ST5_12|ST5_18","36","ST5","2017-07-03"
"2016-09-15","1290160","7","OPUS","ST5_8|ST5_4|ST4_1","36","ST5","2017-07-24"
"2016-09-15","1110500","5","OPUS","ST4_11|ST5_18|ST4_12","36","ST5","2017-07-18"
"2016-09-15","1131360","7","OPUS","ST5_23","36","ST5","2017-07-18"
"2016-09-15","950700","7","OPUS","ST6_8|ST6_11|ST7_11","36","ST6","2017-10-04"
"2016-09-15","617190","4","OPUS","ST6_4","36","ST6","2017-08-09"
"2016-09-15","638500","6","OPUS","ST6_11|ST6_7|ST6_14","36","ST6","2017-10-11"
"2016-09-15","741250","4","OPUS","ST6_12|ST6_13|NZ1_4","36","ST6","2017-09-01"
"2016-09-15","895400","6","OPUS","ST6_13|ST6_12|ST7_4","36","ST6","2017-08-24"
"2016-09-15","430840","3","OPUS","ST6_6|ST6_12","36","ST6","2017-09-22"
"2016-09-15","632450","10","OPUS","ST6_13|ST6_12","36","ST6","2017-07-20"
"2016-09-15","311520","4","OPUS","ST6_4|ST6_11","36","ST6","2017-07-20"
"2016-09-15","964300","8","OPUS","ST7_2|ST7_4|ST7_5","36","ST7","2017-07-20"
"2016-09-15","858900","5","OPUS","ST7_5","36","ST7","2017-10-02"
"2016-09-15","965800","7","OPUS","ST7_5|ST7_12","36","ST7","2017-08-01"
"2016-09-15","285600","5","OPUS","ST7_6|ST7_7|ST7_5","36","ST7","2017-10-09"
"2016-09-15","999940","8","OPUS","ST7_11|ST7_3","36","ST7","2017-07-06"
"2016-09-15","743300","6","OPUS","ST7_10|ST7_4","36","ST7","2017-10-02"
"2016-09-15","887000","8","OPUS","ST7_5","36","ST7","2017-08-01"
"2016-09-15","748950","5","OPUS","ST7_2|ST7_5|ST7_12","36","ST7","2017-07-17"
"2016-09-15","728200","8","OPUS","ST7_1|ST7_3|ST7_4","36","ST7","2017-09-12"
"2016-09-15","791700","5","OPUS","ST7_5","36","ST7","2017-07-14"
"2016-09-15","888600","9","OPUS","ST7_5|ST5_10|ST3_12","36","ST7","2017-07-06"
"2016-09-15","321360","8","OPUS","ST7_8|ST7_3","36","ST7","2017-07-17"
"2016-09-15","627050","5","OPUS","ST7_6|ST7_7|ST7_8","36","ST7","2017-07-17"
"2016-09-15","695400","4","OPUS","ST7_2|ST8_5","36","ST7","2017-08-09"
"2016-09-15","314600","3","OPUS","ST7_2|ST7_3","36","ST7","2017-07-10"
"2016-09-15","641200","5","OPUS","ST8_3|ST8_4|ST8_8","36","ST8","2017-07-26"
"2016-09-15","799800","6","OPUS","ST4_5|ST5_2|ST8_8","36","ST8","2017-10-13"
"2016-09-15","1290600","7","OPUS","ST8_8|ST5_17|ST3_5","36","ST8","2017-08-09"
"2016-09-15","581450","6","OPUS","ST8_7","36","ST8","2017-07-10"
"2016-09-15","649700","5","OPUS","ST8_8","36","ST8","2017-07-13"
"2016-09-15","721800","5","OPUS","ST8_8|ST5_10|ST3_18","36","ST8","2017-07-13"
"2016-09-15","877600","8","OPUS","ST8_1","36","ST8","2017-08-09"
"2016-09-15","813710","8","OPUS","ST8_8|ST5_10","24","ST8","2017-07-13"
"2016-09-15","829800","12","OPUS","ST8_8","36","ST8","2017-07-24"
"2016-09-15","897060","11","OPUS","ST8_8|ST5_19","36","ST8","2017-09-12"
"2016-09-15","611500","3","OPUS","ST8_4|ST8_1|ST10_9","36","ST8","2017-10-18"
"2016-09-15","992382","11","OPUS","ST5_1|ST8_8|ST3_1","36","ST8","2017-10-12"
"2016-09-15","621720","4","OPUS","ST8_13|ST8_8|ST8_3","24","ST8","2017-08-09"
"2016-09-15","492400","8","OPUS","ST8_8|ST8_4","36","ST8","2017-07-14"
"2016-09-15","730390","8","OPUS","ST8_8|ST8_6","36","ST8","2017-07-26"
"2016-09-15","1160050","8","OPUS","ST8_8","36","ST8","2017-07-13"
"2016-09-15","1155250","18","OPUS","ST8_8|ST8_13","36","ST8","2017-10-12"
"2016-09-15","750600","5","OPUS","ST8_7|ST8_6|ST8_13","36","ST8","2017-07-17"
"2016-09-15","645000","9","OPUS","ST8_8|ST8_1","36","ST8","2017-07-25"
"2016-09-15","1391000","14","OPUS","ST8_1|ST8_8|ST5_3","36","ST8","2017-10-12"
"2016-09-15","938400","6","OPUS","ST8_9|ST8_13","24","ST8","2017-07-10"
"2016-09-15","1023570","9","OPUS","ST8_8|ST4_9","36","ST8","2017-10-11"
"2016-09-15","993500","5","OPUS","ST8_8","36","ST8","2017-07-24"
"2016-09-15","825400","6","OPUS","ST8_1|ST8_3|ST8_5","36","ST8","2017-10-16"
"2016-09-15","647200","7","OPUS","ST8_8","36","ST8","2017-07-25"
"2016-09-15","743420","7","OPUS","ST8_4|ST4_1","36","ST8","2017-07-25"
"2016-09-15","270900","5","OPUS","ST8_5","24","ST8","2017-08-29"
"2016-09-15","684900","5","OPUS","ST5_1|ST8_4|ST8_8","36","ST8","2017-07-24"
"2016-09-15","656800","6","OPUS","ST8_7","36","ST8","2017-07-28"
"2016-09-15","854404","4","OPUS","ST8_8","36","ST8","2017-08-17"
"2016-09-15","859800","5","OPUS","ST8_4","36","ST8","2017-08-09"
"2016-09-15","1544100","7","OPUS","ST8_8|ST5_8|ST8_1","36","ST8","2017-07-12"
"2016-09-15","234200","8","OPUS","ST8_8|ST7_11|NZ5_5","24","ST8","2017-07-24"
"2016-09-15","620600","4","OPUS","ST8_8|ST5_1|ST4_7","36","ST8","2017-09-01"
"2016-09-15","476400","3","OPUS","ST8_7|ST8_3","36","ST8","2017-07-27"
"2016-09-15","1025600","4","OPUS","ST8_8|ST5_1|ST5_3","36","ST8","2017-07-10"
"2016-09-15","615800","7","OPUS","ST8_4|ST8_8|ST8_3","36","ST8","2017-07-10"
"2016-09-15","182000","1","OPUS","ST8_5|ST8_8|ST5_4","24","ST8","2017-07-13"
"2016-09-15","1267450","5","OPUS","ST8_8|ST8_4","36","ST8","2017-07-25"
"2016-09-15","279989","6","OPUS","ST9_5","36","ST9","2017-07-12"
"2016-09-15","642144","3","OPUS","ST9_8|ST9_9|ST9_7","36","ST9","2017-07-27"
"2016-09-15","631900","6","OPUS","ST9_11","36","ST9","2017-08-01"
"2016-09-15","294300","2","OPUS","ST9_3|ST9_7","36","ST9","2017-08-03"
"2016-09-15","636550","5","OPUS","ST9_7|ST9_17|ST9_19","36","ST9","2017-07-11"
"2016-09-15","523600","4","OPUS","ST9_12|ST9_11","36","ST9","2017-07-10"
"2016-09-15","390080","4","OPUS","ST9_12|ST9_9|ST9_14","24","ST9","2017-07-18"
"2016-09-15","50928","2","PRELUDIUM","HS1_2","24","HS1","2017-09-12"
"2016-09-15","57812","2","PRELUDIUM","HS1_7|HS1_5|HS1_16","24","HS1","2017-09-12"
"2016-09-15","144400","2","PRELUDIUM","HS1_5|HS1_14|HS1_11","36","HS1","2017-09-12"
"2016-09-15","76800","2","PRELUDIUM","HS1_4|ST1_1","24","HS1","2017-09-04"
"2016-09-15","74400","2","PRELUDIUM","HS1_3|HS1_2|HS1_6","36","HS1","2017-07-17"
"2016-09-15","110280","2","PRELUDIUM","HS1_5|HS5_6","36","HS1","2017-10-25"
"2016-09-15","84393","2","PRELUDIUM","HS1_6","24","HS1","2017-10-04"
"2016-09-15","76639","2","PRELUDIUM","HS1_14","24","HS1","2017-08-04"
"2016-09-15","75200","2","PRELUDIUM","HS2_7|HS2_6|HS6_1","24","HS2","2017-07-04"
"2016-09-15","145936","2","PRELUDIUM","HS2_8","36","HS2","2017-09-22"
"2016-09-15","99554","2","PRELUDIUM","HS2_11|HS2_4|HS2_3","24","HS2","2017-07-18"
"2016-09-15","73224","3","PRELUDIUM","HS2_14","24","HS2","2017-08-29"
